Station,Date,Discharge,Longitude,Latitude
USGS-02068500,2023-07-26,96.2,-80.3030555555556,36.515
USGS-02068500,2023-07-27,109.0,-80.3030555555556,36.515
USGS-02068500,2023-07-28,105.0,-80.3030555555556,36.515
USGS-02068500,2023-07-29,121.0,-80.3030555555556,36.515
USGS-02068500,2023-07-30,100.0,-80.3030555555556,36.515
USGS-02068500,2023-07-31,94.1,-80.3030555555556,36.515
USGS-02068500,2023-08-01,92.5,-80.3030555555556,36.515
USGS-02068500,2023-08-02,88.9,-80.3030555555556,36.515
USGS-02068500,2023-08-03,203.0,-80.3030555555556,36.515
USGS-02068500,2023-08-04,381.0,-80.3030555555556,36.515
USGS-02068500,2023-08-05,190.0,-80.3030555555556,36.515
USGS-02068500,2023-08-06,315.0,-80.3030555555556,36.515
USGS-02068500,2023-08-07,329.0,-80.3030555555556,36.515
USGS-02068500,2023-08-08,215.0,-80.3030555555556,36.515
USGS-02068500,2023-08-09,167.0,-80.3030555555556,36.515
USGS-02068500,2023-08-10,157.0,-80.3030555555556,36.515
USGS-02068500,2023-08-11,143.0,-80.3030555555556,36.515
USGS-02068500,2023-08-12,135.0,-80.3030555555556,36.515
USGS-02068500,2023-08-13,138.0,-80.3030555555556,36.515
USGS-02068500,2023-08-14,108.0,-80.3030555555556,36.515
USGS-02068500,2023-08-15,102.0,-80.3030555555556,36.515
USGS-02068500,2023-08-16,96.6,-80.3030555555556,36.515
USGS-02068500,2023-08-17,92.2,-80.3030555555556,36.515
USGS-02068500,2023-08-18,89.6,-80.3030555555556,36.515
USGS-02068500,2023-08-19,94.9,-80.3030555555556,36.515
USGS-02068500,2023-08-20,126.0,-80.3030555555556,36.515
USGS-02068500,2023-08-21,85.1,-80.3030555555556,36.515
USGS-02068500,2023-08-22,82.7,-80.3030555555556,36.515
USGS-02068500,2023-08-23,80.0,-80.3030555555556,36.515
USGS-02068500,2023-08-24,78.0,-80.3030555555556,36.515
USGS-02068500,2023-08-25,95.5,-80.3030555555556,36.515
USGS-02068500,2023-08-26,106.0,-80.3030555555556,36.515
USGS-02068500,2023-08-27,85.1,-80.3030555555556,36.515
USGS-02068500,2023-08-28,2040.0,-80.3030555555556,36.515
USGS-02068500,2023-08-29,349.0,-80.3030555555556,36.515
USGS-02068500,2023-08-30,226.0,-80.3030555555556,36.515
USGS-02068500,2023-08-31,183.0,-80.3030555555556,36.515
USGS-02068500,2023-09-01,157.0,-80.3030555555556,36.515
USGS-02068500,2023-09-02,127.0,-80.3030555555556,36.515
USGS-02068500,2023-09-03,114.0,-80.3030555555556,36.515
USGS-02068500,2023-09-04,109.0,-80.3030555555556,36.515
USGS-02068500,2023-09-05,102.0,-80.3030555555556,36.515
USGS-02068500,2023-09-06,125.0,-80.3030555555556,36.515
USGS-02068500,2023-09-07,128.0,-80.3030555555556,36.515
USGS-02068500,2023-09-08,114.0,-80.3030555555556,36.515
USGS-02068500,2023-09-09,97.7,-80.3030555555556,36.515
USGS-02068500,2023-09-10,119.0,-80.3030555555556,36.515
USGS-02068500,2023-09-11,133.0,-80.3030555555556,36.515
USGS-02068500,2023-09-12,116.0,-80.3030555555556,36.515
USGS-02068500,2023-09-13,146.0,-80.3030555555556,36.515
USGS-02068500,2023-09-14,120.0,-80.3030555555556,36.515
USGS-02068500,2023-09-15,114.0,-80.3030555555556,36.515
USGS-02068500,2023-09-16,111.0,-80.3030555555556,36.515
USGS-02068500,2023-09-17,149.0,-80.3030555555556,36.515
USGS-02068500,2023-09-18,158.0,-80.3030555555556,36.515
USGS-02068500,2023-09-19,124.0,-80.3030555555556,36.515
USGS-02068500,2023-09-20,111.0,-80.3030555555556,36.515
USGS-02068500,2023-09-21,109.0,-80.3030555555556,36.515
USGS-02068500,2023-09-22,109.0,-80.3030555555556,36.515
USGS-02068500,2023-09-23,111.0,-80.3030555555556,36.515
USGS-02068500,2023-09-24,111.0,-80.3030555555556,36.515
USGS-02068500,2023-09-25,109.0,-80.3030555555556,36.515
USGS-02068500,2023-09-26,109.0,-80.3030555555556,36.515
USGS-02068500,2023-09-27,104.0,-80.3030555555556,36.515
USGS-02068500,2023-09-28,104.0,-80.3030555555556,36.515
USGS-02068500,2023-09-29,97.5,-80.3030555555556,36.515
USGS-02068500,2023-09-30,97.5,-80.3030555555556,36.515
USGS-02068500,2023-10-01,97.5,-80.3030555555556,36.515
USGS-02068500,2023-10-02,97.5,-80.3030555555556,36.515
USGS-02068500,2023-10-03,93.2,-80.3030555555556,36.515
USGS-02068500,2023-10-04,87.9,-80.3030555555556,36.515
USGS-02068500,2023-10-05,90.0,-80.3030555555556,36.515
USGS-02068500,2023-10-06,87.1,-80.3030555555556,36.515
USGS-02068500,2023-10-07,87.8,-80.3030555555556,36.515
USGS-02068500,2023-10-08,82.1,-80.3030555555556,36.515
USGS-02068500,2023-10-09,84.4,-80.3030555555556,36.515
USGS-02068500,2023-10-10,87.5,-80.3030555555556,36.515
USGS-02068500,2023-10-11,85.3,-80.3030555555556,36.515
USGS-02068500,2023-10-12,83.9,-80.3030555555556,36.515
USGS-02068500,2023-10-13,81.7,-80.3030555555556,36.515
USGS-02068500,2023-10-14,103.0,-80.3030555555556,36.515
USGS-02068500,2023-10-15,94.3,-80.3030555555556,36.515
USGS-02068500,2023-10-16,85.1,-80.3030555555556,36.515
USGS-02068500,2023-10-17,83.6,-80.3030555555556,36.515
USGS-02068500,2023-10-18,84.5,-80.3030555555556,36.515
USGS-02068500,2023-10-19,84.4,-80.3030555555556,36.515
USGS-02068500,2023-10-20,88.3,-80.3030555555556,36.515
USGS-02068500,2023-10-21,89.6,-80.3030555555556,36.515
USGS-02068500,2023-10-22,83.9,-80.3030555555556,36.515
USGS-02068500,2023-10-23,80.7,-80.3030555555556,36.515
USGS-02068500,2023-10-24,80.7,-80.3030555555556,36.515
USGS-02068500,2023-10-25,74.7,-80.3030555555556,36.515
USGS-02068500,2023-10-26,74.2,-80.3030555555556,36.515
USGS-02068500,2023-10-27,74.2,-80.3030555555556,36.515
USGS-02068500,2023-10-28,74.2,-80.3030555555556,36.515
USGS-02068500,2023-10-29,74.3,-80.3030555555556,36.515
USGS-02068500,2023-10-30,74.2,-80.3030555555556,36.515
USGS-02068500,2023-10-31,74.2,-80.3030555555556,36.515
USGS-02068500,2023-11-01,74.2,-80.3030555555556,36.515
USGS-02068500,2023-11-02,74.5,-80.3030555555556,36.515
USGS-02068500,2023-11-03,74.5,-80.3030555555556,36.515
USGS-02068500,2023-11-04,74.4,-80.3030555555556,36.515
USGS-02068500,2023-11-05,73.5,-80.3030555555556,36.515
USGS-02068500,2023-11-06,75.7,-80.3030555555556,36.515
USGS-02068500,2023-11-07,69.2,-80.3030555555556,36.515
USGS-02068500,2023-11-08,69.6,-80.3030555555556,36.515
USGS-02068500,2023-11-09,70.5,-80.3030555555556,36.515
USGS-02068500,2023-11-10,70.8,-80.3030555555556,36.515
USGS-02068500,2023-11-11,72.0,-80.3030555555556,36.515
USGS-02068500,2023-11-12,71.7,-80.3030555555556,36.515
USGS-02068500,2023-11-13,72.1,-80.3030555555556,36.515
USGS-02068500,2023-11-14,71.7,-80.3030555555556,36.515
USGS-02068500,2023-11-15,69.6,-80.3030555555556,36.515
USGS-02068500,2023-11-16,67.0,-80.3030555555556,36.515
USGS-02068500,2023-11-17,68.3,-80.3030555555556,36.515
USGS-02068500,2023-11-18,68.5,-80.3030555555556,36.515
USGS-02068500,2023-11-19,68.8,-80.3030555555556,36.515
USGS-02068500,2023-11-20,68.3,-80.3030555555556,36.515
USGS-02068500,2023-11-21,106.0,-80.3030555555556,36.515
USGS-02068500,2023-11-22,198.0,-80.3030555555556,36.515
USGS-02068500,2023-11-23,89.6,-80.3030555555556,36.515
USGS-02068500,2023-11-24,84.6,-80.3030555555556,36.515
USGS-02068500,2023-11-25,82.5,-80.3030555555556,36.515
USGS-02068500,2023-11-26,76.7,-80.3030555555556,36.515
USGS-02068500,2023-11-27,75.8,-80.3030555555556,36.515
USGS-02068500,2023-11-28,73.1,-80.3030555555556,36.515
USGS-02068500,2023-11-29,72.1,-80.3030555555556,36.515
USGS-02068500,2023-11-30,72.3,-80.3030555555556,36.515
USGS-02068500,2023-12-01,73.0,-80.3030555555556,36.515
USGS-02068500,2023-12-02,76.5,-80.3030555555556,36.515
USGS-02068500,2023-12-03,96.4,-80.3030555555556,36.515
USGS-02068500,2023-12-04,90.6,-80.3030555555556,36.515
USGS-02068500,2023-12-05,84.3,-80.3030555555556,36.515
USGS-02068500,2023-12-06,79.8,-80.3030555555556,36.515
USGS-02068500,2023-12-07,101.0,-80.3030555555556,36.515
USGS-02068500,2023-12-08,77.9,-80.3030555555556,36.515
USGS-02068500,2023-12-09,78.3,-80.3030555555556,36.515
USGS-02068500,2023-12-10,198.0,-80.3030555555556,36.515
USGS-02068500,2023-12-11,254.0,-80.3030555555556,36.515
USGS-02068500,2023-12-12,166.0,-80.3030555555556,36.515
USGS-02068500,2023-12-13,147.0,-80.3030555555556,36.515
USGS-02068500,2023-12-14,118.0,-80.3030555555556,36.515
USGS-02068500,2023-12-15,114.0,-80.3030555555556,36.515
USGS-02068500,2023-12-16,111.0,-80.3030555555556,36.515
USGS-02068500,2023-12-17,129.0,-80.3030555555556,36.515
USGS-02068500,2023-12-18,182.0,-80.3030555555556,36.515
USGS-02068500,2023-12-19,131.0,-80.3030555555556,36.515
USGS-02068500,2023-12-20,121.0,-80.3030555555556,36.515
USGS-02068500,2023-12-21,114.0,-80.3030555555556,36.515
USGS-02068500,2023-12-22,109.0,-80.3030555555556,36.515
USGS-02068500,2023-12-23,105.0,-80.3030555555556,36.515
USGS-02068500,2023-12-24,105.0,-80.3030555555556,36.515
USGS-02068500,2023-12-25,104.0,-80.3030555555556,36.515
USGS-02068500,2023-12-26,281.0,-80.3030555555556,36.515
USGS-02068500,2023-12-27,757.0,-80.3030555555556,36.515
USGS-02068500,2023-12-28,371.0,-80.3030555555556,36.515
USGS-02068500,2023-12-29,273.0,-80.3030555555556,36.515
USGS-02068500,2023-12-30,228.0,-80.3030555555556,36.515
USGS-02068500,2023-12-31,197.0,-80.3030555555556,36.515
USGS-02097517,2021-01-01,78.7,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-02,239.0,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-03,755.0,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-04,181.0,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-05,106.0,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-06,74.2,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-07,58.8,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-08,70.8,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-09,83.5,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-10,58.8,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-11,47.2,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-12,43.8,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-13,38.1,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-14,33.9,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-15,35.8,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-16,38.7,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-17,32.7,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-18,29.4,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-19,28.3,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-20,25.5,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-21,23.8,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-22,23.2,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-23,21.0,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-24,18.5,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-25,26.8,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-26,89.2,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-27,64.2,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-28,145.0,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-29,89.5,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-30,57.0,-79.0197222222222,35.8933333333333
USGS-02097517,2021-01-31,311.0,-79.0197222222222,35.8933333333333
USGS-02097517,2021-02-01,217.0,-79.0197222222222,35.8933333333333
USGS-02097517,2021-02-02,113.0,-79.0197222222222,35.8933333333333
USGS-02097517,2021-02-03,85.3,-79.0197222222222,35.8933333333333
USGS-02097517,2021-02-04,66.8,-79.0197222222222,35.8933333333333
USGS-02097517,2021-02-05,65.5,-79.0197222222222,35.8933333333333
